name,site_name,most_popular_mainset,most_popular_offset,most_popular_slot2,most_popular_slot4,most_popular_slot6,stats_priority,main_sets,offset_sets,slot2s,slot4s,slot6s,HP_value,ATK_value,DEF_value,SPD_value,CR_value,CD_value,ACC_value,RES_value,error,top_2_sub_stats,top_3_sub_stats,top_4_sub_stats
Basalt,Basalt,DESPAIR,WILL,SPD,DEF,DEF,ACC > SPD > HP > CR > DEF > RES > ATK > CD,DESPAIR > SWIFT > VIOLENT > GUARD > SHIELD > WILL > BLADE > ENDURE > ENERGY > FIGHT > FOCUS > NEMESIS > REVENGE,WILL > GUARD > ENERGY > FOCUS > Unknown > BLADE > SHIELD > DESTROY > ENHANCE > NEMESIS > REVENGE,SPD > DEF > HP,DEF > CD > HP > CR,DEF > HP,2.09,1.2,1.52,2.8,2.07,1.0,2.8,1.31,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > CR
Bastet,Bastet,SWIFT,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > ATK > CR > RES > CD,SWIFT > VIOLENT > WILL,WILL > Unknown > ENDURE > ENERGY > FIGHT > FOCUS > GUARD > NEMESIS > SHIELD,SPD,HP > CD > ATK > X > DEF > CR,HP > DEF > ATK > ACC > RES,2.22,1.49,1.62,5.53,1.46,1.0,2.57,1.28,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Beelzebub,Beelzebub,VAMPIRE,WILL,SPD,CD,ATK,CR > SPD > ATK > HP > CD > ACC > DEF > RES,VAMPIRE > VIOLENT > WILL,WILL > BLADE > REVENGE > DESTROY > Unknown,SPD > ATK > HP,CD,ATK > HP,1.58,1.64,1.0,2.74,6.25,1.2,1.05,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Belial,Belial,VIOLENT,WILL,ATK,CD,ATK,CR > SPD > ATK > HP > CD > DEF > RES > ACC,VIOLENT > VAMPIRE > RAGE > DESTROY > ENERGY > SWIFT,WILL > NEMESIS > DESTROY > BLADE > SHIELD > Unknown > GUARD > ENDURE > ENERGY > REVENGE,ATK > SPD,CD,ATK,1.53,1.61,1.09,2.61,5.51,1.33,1.0,1.04,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Belita,Belita,SWIFT,WILL,SPD,CD,ATK,CR > SPD > HP > ACC > ATK > DEF > CD > RES,SWIFT > VIOLENT > ENERGY > FATAL > FOCUS > VAMPIRE,WILL > Unknown > BLADE > FOCUS > ENERGY > NEMESIS > REVENGE > SHIELD,SPD > ATK > HP,CD > HP > CR > ATK > DEF,ATK > HP > DEF > X,1.63,1.44,1.15,3.0,3.76,1.04,1.51,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Bella,Bella,VIOLENT,WILL,SPD,HP,HP,SPD > CR > ACC > HP > ATK > DEF > CD > RES,VIOLENT > RAGE > SWIFT,WILL > NEMESIS > BLADE > DESTROY > REVENGE > Unknown,SPD > ATK,HP > CD > CR,HP > ATK,1.86,1.54,1.24,3.45,2.31,1.05,2.25,1.0,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Belladeon,Belladeon,SWIFT,WILL,SPD,HP,HP,ACC > SPD > HP > RES > DEF > CR > ATK > CD,SWIFT > VIOLENT > WILL,WILL > Unknown > FOCUS > ENDURE > REVENGE > NEMESIS > SHIELD > FIGHT,SPD,HP > DEF > CD > CR > X,HP > DEF > X > ACC > ATK,1.91,1.14,1.55,3.33,1.47,1.0,3.49,1.7,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > RES
Bellenus,Bellenus,DESPAIR,WILL,SPD,CD,HP,SPD > ACC > CR > HP > ATK > DEF > RES > CD,DESPAIR > VIOLENT > SWIFT > ACCURACY > SHIELD,WILL > Unknown > FOCUS > BLADE > DESTROY > ENDURE > ENERGY > REVENGE > SHIELD,SPD > ATK > DEF > HP,CD > HP > CR,HP > ATK > ACC > DEF,1.85,1.41,1.4,3.07,2.32,1.0,2.68,1.09,,SPD > ACC,SPD > ACC > CR,SPD > ACC > CR > HP
Benedict,Benedict,VIOLENT,WILL,SPD,CD,ATK,CR > SPD > ATK > HP > ACC > DEF > CD > RES,VIOLENT > RAGE > VAMPIRE,WILL > DESTROY > Unknown > BLADE > NEMESIS,SPD > ATK > HP,CD,ATK > HP,1.77,2.11,1.22,2.38,7.28,1.17,1.54,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Berenice / Fire Chun-Li,Berenice / Fire Chun-Li,SWIFT,Unknown,SPD,HP,ATK,SPD > ACC > HP > CR > ATK > DEF > RES > CD,SWIFT,Unknown > ENDURE > BLADE > FIGHT > FOCUS > NEMESIS,SPD,HP > X > CD > CR > DEF > ATK,ATK > HP > DEF > ACC > RES > X,1.73,1.44,1.31,6.27,1.57,1.0,1.75,1.25,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Berghild / Light Eivor,Berghild / Light Eivor,VIOLENT,REVENGE,SPD,CR,HP,ACC > SPD > HP > ATK > CR > DEF > RES > CD,VIOLENT > VAMPIRE,REVENGE > WILL > BLADE > DESTROY,SPD > ATK,CR > HP > ATK > CD > DEF,HP > ATK,2.48,1.55,1.32,3.42,1.49,1.0,5.47,1.17,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > ATK
Bering,Bering,SWIFT,Unknown,SPD,HP,ACC,SPD > ACC > HP > CR > DEF > ATK > RES > CD,SWIFT > DESPAIR > VIOLENT,Unknown > WILL > FOCUS > BLADE > SHIELD > ENERGY > REVENGE,SPD,HP > CD > ATK > X > CR > DEF,ACC > HP > ATK > DEF > X,2.22,1.27,1.48,4.8,1.67,1.0,2.8,1.16,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Bernadotte / Fire Ken,Bernadotte / Fire Ken,SWIFT,WILL,SPD,CR,ATK,SPD > CR > ACC > HP > ATK > DEF > CD > RES,SWIFT > DESPAIR > VIOLENT > RAGE > BLADE,WILL > Unknown > BLADE > REVENGE > ENDURE > ENERGY > GUARD > NEMESIS > SHIELD,SPD > ATK,CR > CD > HP,ATK > HP > ACC > DEF > X,1.68,1.48,1.19,3.91,2.87,1.02,1.99,1.0,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Bernard,Bernard,SWIFT,Unknown,SPD,CD,HP,SPD > ACC > HP > CR > ATK > DEF > RES > CD,SWIFT > VIOLENT,Unknown > WILL > BLADE > ACCURACY > FOCUS,SPD,CD > HP > CR > ATK > X > DEF,HP > ATK > ACC > DEF > X,1.96,1.51,1.5,6.32,1.82,1.0,2.06,1.21,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Beth,Beth,SWIFT,WILL,SPD,CD,ATK,CR > SPD > ACC > ATK > HP > DEF > CD > RES,SWIFT > VIOLENT > DESPAIR > WILL > BLADE > FATAL > FOCUS > GUARD > NEMESIS > RAGE > SHIELD,WILL > BLADE > Unknown > FOCUS > ACCURACY > ENDURE > ENERGY > NEMESIS > SHIELD,SPD > ATK > DEF > HP,CD > CR > HP,ATK > HP > ACC > DEF > RES,1.53,1.54,1.19,2.62,4.25,1.07,1.74,1.0,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > ATK
Bethony,Bethony,SWIFT,WILL,SPD,CD,ATK,CR > SPD > ATK > HP > CD > ACC > DEF > RES,SWIFT > FATAL > WILL > SHIELD > BLADE > RAGE > ENDURE,WILL > BLADE > SHIELD > Unknown > ENERGY,SPD > ATK > HP,CD > CR,ATK,1.47,2.02,1.1,2.97,6.54,1.36,1.13,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Betta,Betta,SWIFT,WILL,SPD,HP,HP,SPD > HP > ACC > DEF > RES > CR > ATK > CD,SWIFT > VIOLENT,WILL > Unknown > ENDURE > GUARD > NEMESIS > SHIELD > DESTROY,SPD > HP,HP > DEF > CD,HP > DEF > RES,2.26,1.24,1.84,5.02,1.27,1.0,2.11,1.84,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > DEF
Birman,Birman,RAGE,ENERGY,HP,HP,HP,CR > SPD > HP > ACC > RES > DEF > ATK > CD,RAGE > SWIFT > VIOLENT > ENERGY > DESTROY > FOCUS > NEMESIS > SHIELD > VAMPIRE,ENERGY > ENDURE > Unknown > BLADE > DESTROY > NEMESIS > REVENGE > WILL,HP > SPD > CD,HP > CD > CR,HP > ATK > Unknown > DEF,1.62,1.07,1.14,1.73,2.43,1.0,1.47,1.23,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Bloodya,Bloodya,DESPAIR,Unknown,SPD,CD,ATK,ACC > CR > SPD > HP > DEF > ATK > RES > CD,DESPAIR > VIOLENT > FOCUS > SWIFT > WILL,Unknown > WILL > BLADE > ENERGY > FOCUS > NEMESIS > SHIELD,SPD > ATK,CD > HP > ATK > CR,ATK > ACC > HP,1.67,1.34,1.39,2.56,2.56,1.0,2.56,1.32,,ACC > CR,ACC > CR > SPD,ACC > CR > SPD > HP
Bolverk,Bolverk,SWIFT,WILL,SPD,HP,HP,SPD > HP > ACC > DEF > RES > ATK > CR > CD,SWIFT > WILL > VIOLENT > ENDURE > SHIELD > BLADE > GUARD > NEMESIS,WILL > SHIELD > ENDURE > ENERGY > REVENGE > Unknown,SPD > HP > ATK,HP > DEF > CD,HP > RES > DEF > ATK,2.14,1.38,1.95,3.78,1.28,1.0,2.03,1.62,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > DEF
Bombay,Bombay,VIOLENT,REVENGE,SPD,CD,HP,CR > SPD > HP > ACC > DEF > ATK > RES > CD,VIOLENT > REVENGE > RAGE > BLADE > DESPAIR > VAMPIRE,REVENGE > BLADE > ENDURE > NEMESIS > Unknown > WILL > SHIELD,SPD > HP,CD > CR > HP,HP > ATK > DEF,2.23,1.19,1.27,2.63,2.8,1.0,1.71,1.12,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Borgnine / Water M. Bison,Borgnine / Water M. Bison,REVENGE,REVENGE,SPD,HP,HP,SPD > HP > RES > ACC > CR > DEF > ATK > CD,REVENGE > VIOLENT > VAMPIRE > ENERGY > NEMESIS > GUARD > WILL,REVENGE > ENDURE > ENERGY > NEMESIS > FOCUS > WILL > ACCURACY > BLADE > DESTROY > GUARD,SPD > HP > DEF,HP > CD > DEF > CR,HP > DEF > RES,2.2,1.27,1.8,2.79,1.81,1.0,1.84,1.89,,SPD > HP,SPD > HP > RES,SPD > HP > RES > ACC
Brandia,Brandia,RAGE,WILL,SPD,CD,ATK,CR > SPD > HP > CD > ACC > ATK > DEF > RES,RAGE > SWIFT > VIOLENT > FATAL > DESPAIR > GUARD > REVENGE > VAMPIRE > WILL,WILL > BLADE > REVENGE > ENDURE > ENERGY > NEMESIS > DESTROY > FIGHT > GUARD > SHIELD > Unknown,SPD > ATK,CD > CR,ATK > HP,1.57,1.35,1.05,2.21,5.84,1.49,1.45,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > CD
Bremis,Bremis,BLADE,SHIELD,ATK,CD,ATK,ACC > CR > ATK > HP > RES > SPD > DEF > CD,BLADE > UNKNOWN,SHIELD > Unknown,ATK,CD,ATK > HP,2.14,2.14,1.15,1.25,5.0,1.0,5.0,1.25,,ACC > CR,ACC > CR > ATK,ACC > CR > ATK > HP
Briand,Briand,DESPAIR,FOCUS,SPD,HP,HP,ACC > SPD > RES > HP > DEF > CR > ATK > CD,DESPAIR > SWIFT > NEMESIS > SHIELD > GUARD > ENDURE > VIOLENT,FOCUS > ENERGY > ENDURE > Unknown > GUARD > REVENGE > NEMESIS > DESTROY > SHIELD,SPD > HP > DEF,HP > DEF > CD > ATK,HP > DEF > RES,1.85,1.12,1.47,2.81,1.37,1.0,3.14,2.33,,ACC > SPD,ACC > SPD > RES,ACC > SPD > RES > HP
Brig,Brig,VIOLENT,FOCUS,SPD,CD,ATK,CR > ACC > SPD > HP > ATK > DEF > RES > CD,VIOLENT > SWIFT > ENDURE > FATAL > REVENGE > SHIELD > FIGHT > GUARD > RAGE,FOCUS > FIGHT > SHIELD > WILL > BLADE > ENDURE > GUARD > ENERGY > REVENGE > Unknown,SPD > ATK,CD > HP > ATK > CR > DEF,ATK > HP > ACC > RES > DEF,1.37,1.24,1.11,2.2,3.03,1.0,2.59,1.05,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > HP
Brita / Water Eivor,Brita / Water Eivor,VIOLENT,DESTROY,SPD,ATK,HP,SPD > RES > HP > DEF > ATK > ACC > CR > CD,VIOLENT > SWIFT,DESTROY > WILL > BLADE > ENDURE > FIGHT > FOCUS > GUARD > REVENGE > SHIELD > Unknown,SPD > HP,ATK > CR > DEF > HP,HP > ATK > DEF,1.85,1.73,1.82,3.71,1.42,1.0,1.46,1.95,,SPD > RES,SPD > RES > HP,SPD > RES > HP > DEF
Bulldozer,Bulldozer,SWIFT,WILL,SPD,CD,DEF,CR > SPD > CD > DEF > HP > ACC > RES > ATK,SWIFT > RAGE > WILL > BLADE > GUARD > VIOLENT > ENDURE > ENERGY,WILL > GUARD > BLADE > Unknown > ENERGY > REVENGE > SHIELD,SPD > DEF,CD,DEF,1.27,1.0,1.69,2.62,5.35,1.72,1.21,1.02,,CR > SPD,CR > SPD > CD,CR > SPD > CD > DEF
Burentau,Burentau,SWIFT,FOCUS,SPD,CR,HP,SPD > ACC > CR > HP > RES > DEF > ATK > CD,SWIFT > VIOLENT > BLADE > FATAL > FOCUS > REVENGE > WILL,FOCUS > Unknown > ACCURACY > REVENGE > SHIELD > WILL > DESTROY > ENERGY > GUARD > NEMESIS,SPD > DEF > HP,CR,HP > DEF > ACC,1.71,1.12,1.2,4.07,2.1,1.0,3.81,1.22,,SPD > ACC,SPD > ACC > CR,SPD > ACC > CR > HP
Byungchul,Byungchul,VIOLENT,DESTROY,SPD,CD,HP,SPD > HP > ACC > DEF > RES > ATK > CR > CD,VIOLENT,DESTROY > WILL > REVENGE > NEMESIS > Unknown,SPD > HP,CD > HP,HP > ATK > RES,3.11,1.38,1.65,4.34,1.2,1.0,2.07,1.58,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > DEF
Cadiz,Cadiz,VIOLENT,REVENGE,SPD,CD,ATK,SPD > ACC > CR > HP > ATK > DEF > RES > CD,VIOLENT > SWIFT > WILL,REVENGE > WILL > BLADE > FOCUS > Unknown > DETERMINATION,SPD > ATK,CD > HP > ATK > CR,ATK > HP > ACC,1.95,1.4,1.38,3.49,1.98,1.0,2.58,1.08,,SPD > ACC,SPD > ACC > CR,SPD > ACC > CR > HP
Cahule,Cahule,SWIFT,FOCUS,SPD,DEF,ATK,SPD > ACC > RES > HP > DEF > ATK > CR > CD,SWIFT,FOCUS > Unknown,SPD > ATK,DEF > CD > HP,ATK > HP > RES > X,1.32,1.09,1.14,3.57,1.04,1.0,3.12,1.56,,SPD > ACC,SPD > ACC > RES,SPD > ACC > RES > HP
Calicus,Calicus,RAGE,BLADE,SPD,CD,ATK,CR > ACC > SPD > HP > RES > CD > ATK > DEF,RAGE > DESPAIR > FATAL > BLADE > DETERMINATION > FOCUS > VIOLENT > WILL,BLADE > NEMESIS > REVENGE > SHIELD > WILL > FIGHT > GUARD,SPD > ATK > HP,CD > HP > ATK > CR,ATK > HP,1.47,1.29,1.0,1.53,3.52,1.37,2.02,1.42,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > HP
Camaryn,Camaryn,DESPAIR,FOCUS,SPD,HP,HP,ACC > SPD > CR > RES > HP > ATK > CD > DEF,DESPAIR > VIOLENT > SWIFT > RAGE > ENERGY > FOCUS > SHIELD,FOCUS > WILL > ENERGY > NEMESIS > REVENGE > BLADE > DETERMINATION > ENDURE > SHIELD > Unknown,SPD > ATK,HP > CD > DEF > ATK > CR,HP > ATK > DEF > ACC,1.22,1.19,1.0,3.1,1.82,1.19,3.22,1.28,,ACC > SPD,ACC > SPD > CR,ACC > SPD > CR > RES
Camilla,Camilla,VIOLENT,DESTROY,SPD,CD,HP,SPD > CR > HP > ATK > ACC > DEF > RES > CD,VIOLENT,DESTROY > NEMESIS > ENERGY > WILL > BLADE > REVENGE > Unknown,SPD > HP > ATK,CD > CR > HP,HP > ATK,2.28,1.76,1.42,3.52,2.34,1.0,1.52,1.07,,SPD > CR,SPD > CR > HP,SPD > CR > HP > ATK
Camules,Camules,WILL,ENDURE,SPD,CD,ATK,CR > RES > ACC > HP > SPD > DEF > ATK > CD,WILL > SWIFT > ENERGY > DESTROY > ENDURE > BLADE > DESPAIR > FOCUS > NEMESIS > VAMPIRE,ENDURE > REVENGE > DESTROY > ENERGY > NEMESIS > SHIELD > Unknown > WILL > FOCUS > TOLERANCE,SPD > ATK > HP,CD > ATK > HP > CR > DEF,ATK > HP > ACC > DEF > RES,1.86,1.05,1.15,1.74,2.47,1.0,1.86,2.07,,CR > RES,CR > RES > ACC,CR > RES > ACC > HP
Carbine,Carbine,VAMPIRE,REVENGE,SPD,CD,ATK,CR > SPD > ATK > HP > DEF > CD > ACC > RES,VAMPIRE > VIOLENT > RAGE > FATAL > WILL > BLADE > ENDURE > REVENGE > SWIFT > UNKNOWN,REVENGE > BLADE > WILL > DESTROY > Unknown > NEMESIS > SHIELD > ENDURE > GUARD,SPD > ATK > HP > DEF,CD > HP > CR,ATK > HP > DEF > RES,1.61,1.61,1.15,1.79,5.78,1.08,1.07,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Carcano,Carcano,VIOLENT,WILL,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > CD > RES,VIOLENT > SWIFT > VAMPIRE > WILL,WILL > REVENGE > DESTROY > SHIELD > Unknown > BLADE > ENERGY,SPD > HP > ATK,CD > CR,ATK > HP > DEF,2.53,1.85,1.4,3.18,3.54,1.06,1.61,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Carlos,Carlos,VAMPIRE,WILL,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > CD > RES,VAMPIRE > VIOLENT > RAGE > FATAL > GUARD > SHIELD > SWIFT,WILL > BLADE > REVENGE > NEMESIS > ENERGY > Unknown,SPD > ATK > HP,CD > HP,ATK > HP > DEF,1.86,1.6,1.24,2.01,6.43,1.15,1.33,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Carrack,Carrack,FATAL,WILL,SPD,CD,ATK,CR > SPD > ACC > ATK > RES > HP > CD > DEF,FATAL > BLADE > SWIFT > VIOLENT > WILL > GUARD > SHIELD > ENDURE > ENHANCE > RAGE > VAMPIRE,WILL > NEMESIS > Unknown > BLADE > FIGHT > FOCUS > GUARD > DESTROY > ENDURE > SHIELD,SPD > ATK > HP,CD > ATK > HP > CR,ATK > HP > ACC > DEF,1.22,1.33,1.0,1.9,3.95,1.05,1.76,1.22,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > ATK
Cassie,Cassie,SWIFT,WILL,SPD,CD,ATK,CR > SPD > HP > ACC > ATK > CD > RES > DEF,SWIFT > FATAL > DESPAIR > VAMPIRE > RAGE > BLADE > ENDURE > FIGHT > NEMESIS > VIOLENT,WILL > BLADE > FOCUS > ENDURE > REVENGE > Unknown > DESTROY > ENERGY > FIGHT > NEMESIS > SHIELD > TOLERANCE,SPD > ATK > HP,CD > ATK > CR,ATK > ACC > HP,1.53,1.41,1.0,2.07,4.31,1.18,1.44,1.17,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Cayde / Dark Dhalsim,Cayde / Dark Dhalsim,REVENGE,REVENGE,SPD,HP,DEF,HP > SPD > ACC > DEF > CR > ATK > RES > CD,REVENGE > SWIFT > NEMESIS > VIOLENT > VAMPIRE > DESPAIR > ENERGY > FOCUS > GUARD > WILL,REVENGE > NEMESIS > GUARD > ENERGY > SHIELD > BLADE > DESTROY > DETERMINATION,SPD > HP > DEF > ATK,HP > DEF > CD,DEF > HP > ATK > RES,2.96,1.34,1.75,2.81,1.48,1.0,2.55,1.31,,HP > SPD,HP > SPD > ACC,HP > SPD > ACC > DEF
Celia,Celia,SWIFT,WILL,SPD,CD,HP,SPD > ACC > HP > CR > DEF > ATK > RES > CD,SWIFT > VIOLENT,WILL > Unknown > BLADE > DESTROY > FOCUS > GUARD > ACCURACY > ENDURE > NEMESIS,SPD,CD > HP > CR > ATK > DEF,HP > ATK > ACC > DEF > X,2.05,1.45,1.48,4.3,1.79,1.0,2.72,1.16,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Celine,Celine,SWIFT,WILL,SPD,HP,HP,SPD > ACC > HP > RES > DEF > ATK > CR > CD,SWIFT > VIOLENT > DESTROY > FIGHT > REVENGE,WILL > ENERGY > FOCUS > SHIELD > Unknown > ACCURACY > BLADE > ENHANCE > FIGHT > GUARD > NEMESIS,SPD > HP,HP > DEF > ATK > CD,HP > DEF > ATK > ACC > RES > X,1.71,1.28,1.37,2.85,1.27,1.0,2.69,1.56,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > RES
Ceres,Ceres,UNKNOWN,Unknown,ATK,CD,ATK,CR > RES > ACC > HP > ATK > DEF > CD > SPD,UNKNOWN > DESPAIR > SWIFT,Unknown > BLADE,ATK > SPD,CD > DEF,ATK,1.56,1.09,1.09,1.0,2.78,1.04,1.92,2.27,,CR > RES,CR > RES > ACC,CR > RES > ACC > HP
Chacha,Chacha,REVENGE,REVENGE,SPD,HP,HP,SPD > HP > RES > ACC > DEF > CR > ATK > CD,REVENGE > SWIFT > ENDURE > RAGE > VIOLENT > WILL,REVENGE > WILL > GUARD > NEMESIS,SPD > HP,HP > CD > DEF > CR,HP > RES > DEF > ACC,2.31,1.18,1.7,2.99,1.37,1.0,1.95,2.21,,SPD > HP,SPD > HP > RES,SPD > HP > RES > ACC
Chakra,Chakra,SWIFT,WILL,SPD,CD,ATK,CR > SPD > ACC > ATK > HP > DEF > RES > CD,SWIFT > VIOLENT > DESPAIR > BLADE > UNKNOWN > WILL,WILL > Unknown > BLADE,SPD > ATK,CD > ATK > CR,ATK > HP > Unknown,1.54,1.57,1.15,2.54,3.62,1.0,1.65,1.09,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > ATK
Chamie,Chamie,VIOLENT,NEMESIS,SPD,CD,HP,CR > SPD > HP > RES > ATK > ACC > DEF > CD,VIOLENT > SWIFT > SHIELD > ACCURACY > ENDURE > FATAL > RAGE > UNKNOWN > BLADE > ENERGY > VAMPIRE > WILL,NEMESIS > DESTROY > WILL > BLADE > ENDURE > REVENGE > Unknown > ENERGY > SHIELD,SPD > HP > ATK > DEF,CD > ATK > DEF > CR > HP,HP > ATK > DEF > Unknown,1.77,1.3,1.14,2.05,3.22,1.0,1.27,1.32,,CR > SPD,CR > SPD > HP,CR > SPD > HP > RES
Chamomile / Wind Espresso Cookie,Chamomile / Wind Espresso Cookie,DESPAIR,ENDURE,ATK,CD,ATK,CR > SPD > ATK > HP > RES > CD > ACC > DEF,DESPAIR > WILL,ENDURE > SHIELD,ATK,CD,ATK,1.67,2.14,1.0,3.75,3.75,1.36,1.15,1.67,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Chandra,Chandra,SWIFT,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > CR > ATK > RES > CD,SWIFT > VIOLENT > DESPAIR > TOLERANCE > VAMPIRE,WILL > DESTROY > SHIELD > Unknown > NEMESIS > ENDURE > FOCUS > REVENGE,SPD > HP,HP > CD > CR > ATK > DEF,HP > X > ATK,2.18,1.36,1.78,4.73,1.42,1.0,3.0,1.35,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Charlotte,Charlotte,SWIFT,WILL,SPD,CD,ATK,SPD > ACC > CR > HP > ATK > DEF > RES > CD,SWIFT > DESPAIR > VIOLENT > FOCUS,WILL > Unknown > BLADE > NEMESIS > SHIELD > ACCURACY > FOCUS,SPD > HP > ATK,CD > HP > DEF > CR > ATK > X,ATK > HP > DEF > RES > ACC > X,1.92,1.42,1.26,3.67,2.15,1.0,2.37,1.11,,SPD > ACC,SPD > ACC > CR,SPD > ACC > CR > HP
Chasun,Chasun,VIOLENT,NEMESIS,SPD,HP,HP,SPD > RES > HP > ACC > DEF > CR > ATK > CD,VIOLENT > SWIFT > GUARD > NEMESIS > WILL,NEMESIS > WILL > SHIELD > ENDURE > ENERGY > FIGHT > ACCURACY > FOCUS > REVENGE > Unknown,SPD > HP,HP > DEF,HP > RES > DEF,2.13,1.17,1.68,3.59,1.31,1.0,1.76,2.22,,SPD > RES,SPD > RES > HP,SPD > RES > HP > ACC
Cheongpung,Cheongpung,SWIFT,WILL,SPD,CD,ACC,SPD > ACC > HP > ATK > DEF > CR > RES > CD,SWIFT > VIOLENT > DESPAIR,WILL > Unknown > ENDURE > FOCUS > GUARD > ACCURACY > BLADE,SPD > ATK,CD > HP > CR > ATK > DEF > X,ACC > ATK > HP > RES > DEF > X,1.74,1.42,1.42,3.94,1.31,1.0,2.57,1.13,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > ATK
Cheryl,Cheryl,VIOLENT,ENDURE,SPD,HP,HP,SPD > ACC > RES > CR > HP > ATK > DEF > CD,VIOLENT > SWIFT > DESPAIR > REVENGE > SHIELD > ENERGY > FOCUS > GUARD,ENDURE > ENERGY > WILL > ENHANCE > FOCUS > GUARD > NEMESIS > REVENGE > SHIELD,SPD > HP,HP > DEF > X,HP > DEF > ATK,1.32,1.03,1.03,3.27,1.44,1.0,2.79,2.26,,SPD > ACC,SPD > ACC > RES,SPD > ACC > RES > CR
Chichi,Chichi,FATAL,Unknown,ATK,CD,HP,CR > SPD > ATK > HP > RES > CD > ACC > DEF,FATAL > VIOLENT > FOCUS > RAGE > REVENGE,Unknown > WILL > BLADE > ENERGY > REVENGE,ATK > SPD > DEF,CD > ATK > HP,HP > ATK > Unknown,1.55,1.61,1.0,2.14,3.0,1.15,1.07,1.36,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Chilling,Chilling,VIOLENT,WILL,SPD,HP,HP,SPD > ACC > HP > ATK > DEF > CR > RES > CD,VIOLENT > SWIFT > ENDURE > VAMPIRE > WILL,WILL > DESTROY > SHIELD > Unknown > ACCURACY > BLADE > ENDURE > FOCUS,SPD > ATK > DEF,HP > CD > ATK > CR > DEF,HP > ATK > DEF > RES > X,2.34,1.67,1.49,4.61,1.44,1.0,2.42,1.2,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > ATK
Chiwu,Chiwu,SWIFT,Unknown,SPD,CD,HP,SPD > ACC > HP > CR > ATK > DEF > RES > CD,SWIFT > DESPAIR > FATAL,Unknown > WILL > FOCUS > BLADE > ENDURE > DESTROY > GUARD > REVENGE,SPD,CD > HP > CR > ATK > DEF > X,HP > ACC > ATK > DEF > RES > X,1.99,1.55,1.36,4.19,1.8,1.0,2.48,1.2,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Chloe,Chloe,SWIFT,Unknown,SPD,HP,HP,SPD > HP > RES > ACC > DEF > ATK > CR > CD,SWIFT > NEMESIS > VIOLENT > FIGHT > SHIELD,Unknown > SHIELD > WILL > NEMESIS > ENDURE > FIGHT > FOCUS > GUARD > REVENGE,SPD > HP,HP > DEF > ATK > X > CR > CD,HP > DEF > RES > X > ACC > ATK,2.34,1.51,1.66,6.13,1.47,1.0,1.82,1.87,,SPD > HP,SPD > HP > RES,SPD > HP > RES > ACC
